date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:14:31	9372/9372	---M--	200	added ('OK')	font/woff	etag:%22806b9758099adc17111df4af6090acc0%22	https://sahmsolution.com/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/Flaticon.woff	(from https://sahmsolution.com/assets/fonts/flaticon.css)
14:14:31	14040/14040	---MCZ	200	added ('OK')	font/ttf	etag:W/%229922c454beb381bfc52dcaaa9b257dff%22	https://sahmsolution.com/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/Flaticon.ttf	(from https://sahmsolution.com/assets/fonts/flaticon.css)
14:14:32	85504/85504	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262f066ee9948db265db1a91a9dc7904f%22	https://sahmsolution.com/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/fonts/Flaticon.svg	(from https://sahmsolution.com/assets/fonts/flaticon.css)
14:14:33	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Oct%202024%2008:44:33%20GMT	https://sahmsolution.com/assets/css/owl.video.play.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/css/owl.video.play.5e.delayed	(from https://sahmsolution.com/assets/css/owl.carousel.css)
14:14:34	1206/1206	---M--	200	added ('OK')	image/png	etag:%22137d35308496a72e4ee46f5ef35c8e89%22	https://sahmsolution.com/assets/images/close.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/close.png	(from https://sahmsolution.com/style.css)
14:14:35	15895/15895	---M--	200	added ('OK')	image/png	etag:%228fe62c9adaa9c64bf963a3f514c0ec8b%22	https://sahmsolution.com/assets/images/bg/testimonial-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/testimonial-bg.png	(from https://sahmsolution.com/style.css)
14:14:35	6590/6590	---M--	200	added ('OK')	image/png	etag:%22e464140d6e1c52e85a8a5bd48868d5f6%22	https://sahmsolution.com/assets/images/bg/counter-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/counter-bg.png	(from https://sahmsolution.com/style.css)
14:14:36	5830/5830	---M--	200	added ('OK')	image/jpeg	etag:%2212d2e149a15013f98caa9f9f0cf5f39e%22	https://sahmsolution.com/assets/images/bg/process-bg.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/process-bg.jpg	(from https://sahmsolution.com/style.css)
14:14:37	35108/35108	---M--	200	added ('OK')	image/jpeg	etag:%22eb7a411957919963d6bab0eda0ede26c%22	https://sahmsolution.com/assets/images/bg/about-2.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/about-2.jpg	(from https://sahmsolution.com/style.css)
14:14:37	66490/66490	---M--	200	added ('OK')	image/png	etag:%2224c668d0a1bacf1768369cbf1302f3a5%22	https://sahmsolution.com/assets/images/bg/project-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/project-bg.png	(from https://sahmsolution.com/style.css)
14:14:39	545683/545683	---M--	200	added ('OK')	image/png	etag:%2234e6ac48bbb25814bc2af9d46e14f5c6%22	https://sahmsolution.com/assets/images/bg/cta-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/cta-bg.png	(from https://sahmsolution.com/style.css)
14:14:39	25325/25325	---M--	200	added ('OK')	image/jpeg	etag:%2275a1e96bc69439c99ccf6c8bea738037%22	https://sahmsolution.com/assets/images/bg/call-action.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/call-action.jpg	(from https://sahmsolution.com/style.css)
14:14:40	4363/4363	---M--	200	added ('OK')	image/png	etag:%2258a3c99eea516d410f86e8a80835083b%22	https://sahmsolution.com/assets/images/bg/work-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/work-bg.png	(from https://sahmsolution.com/style.css)
14:14:41	16320/16320	---M--	200	added ('OK')	image/jpeg	etag:%22b94c21d4e0e8c710dacba3d88c758fbf%22	https://sahmsolution.com/assets/images/bg/testi-home7.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/testi-home7.jpg	(from https://sahmsolution.com/style.css)
14:14:42	32783/32783	---M--	200	added ('OK')	image/jpeg	etag:%22c23212fdd3695f98da94f3f409b928e8%22	https://sahmsolution.com/assets/images/bg/index-bg.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/index-bg.jpg	(from https://sahmsolution.com/style.css)
14:14:42	9442/9442	---M--	200	added ('OK')	image/jpeg	etag:%22a76320d3ef55ae1d3f940b42d2815db3%22	https://sahmsolution.com/assets/images/bg/case-study.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/case-study.jpg	(from https://sahmsolution.com/style.css)
14:14:43	33483/33483	---M--	200	added ('OK')	image/jpeg	etag:%220d218a725382fca725a9f133445afa28%22	https://sahmsolution.com/assets/images/bg/services-bg.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/services-bg.jpg	(from https://sahmsolution.com/style.css)
14:14:44	33878/33878	---M--	200	added ('OK')	image/jpeg	etag:%22ad35edf93837eb2d0a5b8354e9b09a7f%22	https://sahmsolution.com/assets/images/bg/choose-bg.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/choose-bg.jpg	(from https://sahmsolution.com/style.css)
14:14:44	15263/15263	---M--	200	added ('OK')	image/png	etag:%2280cc8ee244979c638cac1672430b2ba2%22	https://sahmsolution.com/assets/images/bg/steps-area.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/steps-area.png	(from https://sahmsolution.com/style.css)
14:14:45	6630/6630	---M--	200	added ('OK')	image/png	etag:%22582b96ea4eb18c9e08ba026d119a7c54%22	https://sahmsolution.com/assets/images/bg/tech-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/tech-bg.png	(from https://sahmsolution.com/style.css)
14:14:46	30386/30386	---M--	200	added ('OK')	image/jpeg	etag:%22427303731234dd4b1c0ccb8cb78c7694%22	https://sahmsolution.com/assets/images/bg/call-to-action2.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/call-to-action2.jpg	(from https://sahmsolution.com/style.css)
14:14:47	15090/15090	---M--	200	added ('OK')	image/png	etag:%2290bb28bd35b7783161e281fa08139757%22	https://sahmsolution.com/assets/images/bg/shape-bg2.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/shape-bg2.png	(from https://sahmsolution.com/style.css)
14:14:48	15525/15525	---M--	200	added ('OK')	image/jpeg	etag:%228f7702aabc7bedda6c52511b74f00cd7%22	https://sahmsolution.com/assets/images/bg/3counter-.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/3counter-.jpg	(from https://sahmsolution.com/style.css)
14:14:48	5269/5269	---M--	200	added ('OK')	image/png	etag:%2285d9aaac0a6066eed2327b3e39de6815%22	https://sahmsolution.com/assets/images/bg/services-bg-shape.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/services-bg-shape.png	(from https://sahmsolution.com/style.css)
14:14:48	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Oct%202024%2008:44:49%20GMT	https://sahmsolution.com/assets/images/bg/home13/counter-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/home13/counter-bg.73.delayed	(from https://sahmsolution.com/style.css)
14:14:49	43331/43331	---M--	200	added ('OK')	image/jpeg	etag:%22beb2e894f4fcdf964199f134150d68a8%22	https://sahmsolution.com/assets/images/bg/testi12-bg.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/testi12-bg.jpg	(from https://sahmsolution.com/style.css)
14:14:50	27289/27289	---M--	200	added ('OK')	image/jpeg	etag:%226d0b49df9f1404509ce48f0839da7c74%22	https://sahmsolution.com/assets/images/bg/call-action3.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/call-action3.jpg	(from https://sahmsolution.com/style.css)
14:14:51	12935/12935	---M--	200	added ('OK')	image/jpeg	etag:%22572e724d29ace53bba92538440264d16%22	https://sahmsolution.com/assets/images/bg/cta-bg13.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/cta-bg13.jpg	(from https://sahmsolution.com/style.css)
14:14:51	13267/13267	---M--	200	added ('OK')	image/jpeg	etag:%22682b6efa02732943531f3ef2c7eea827%22	https://sahmsolution.com/assets/images/bg/skill-bg16.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/skill-bg16.jpg	(from https://sahmsolution.com/style.css)
14:14:53	13659/13659	---M--	200	added ('OK')	image/jpeg	etag:%221957d1ffecc87918904c087453945833%22	https://sahmsolution.com/assets/images/bg/service-bg16.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/service-bg16.jpg	(from https://sahmsolution.com/style.css)
14:14:53	11743/11743	---M--	200	added ('OK')	image/jpeg	etag:%22a379aa2454922002602ebed564e41d6f%22	https://sahmsolution.com/assets/images/bg/counter-bg16.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/counter-bg16.jpg	(from https://sahmsolution.com/style.css)
14:14:54	13263/13263	---M--	200	added ('OK')	image/jpeg	etag:%22085c16bea5536550e13bd4832a7e10ff%22	https://sahmsolution.com/assets/images/bg/testi-bg16.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/testi-bg16.jpg	(from https://sahmsolution.com/style.css)
14:14:55	12988/12988	---M--	200	added ('OK')	image/jpeg	etag:%221f21f13d5556749b388defdf0c60ab5f%22	https://sahmsolution.com/assets/images/bg/cta-bg16.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/cta-bg16.jpg	(from https://sahmsolution.com/style.css)
14:14:55	6256/6256	---M--	200	added ('OK')	image/jpeg	etag:%22cbfaba1f7af4787af0f0a0896b14e01c%22	https://sahmsolution.com/assets/images/bg/steps-bg.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/steps-bg.jpg	(from https://sahmsolution.com/style.css)
14:14:56	32227/32227	---M--	200	added ('OK')	image/jpeg	etag:%221f35131806996879e797aa8987ffb007%22	https://sahmsolution.com/assets/images/banner/banner-1.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/banner/banner-1.jpg	(from https://sahmsolution.com/style.css)
14:14:57	35374/35374	---M--	200	added ('OK')	image/jpeg	etag:%22a32c7c2dc6ca3b2f92885091948ec163%22	https://sahmsolution.com/assets/images/banner/banner-2.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/banner/banner-2.jpg	(from https://sahmsolution.com/style.css)
14:14:57	34119/34119	---M--	200	added ('OK')	image/jpeg	etag:%22340fdc9688b4a896820f8335798aa0a7%22	https://sahmsolution.com/assets/images/banner/banner-6.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/banner/banner-6.jpg	(from https://sahmsolution.com/style.css)
14:14:58	32859/32859	---M--	200	added ('OK')	image/jpeg	etag:%22ec87929f8a310d81a0ffdca324dd0ffc%22	https://sahmsolution.com/assets/images/banner/style2/banner-9.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/banner/style2/banner-9.jpg	(from https://sahmsolution.com/style.css)
14:14:59	43695/43695	---M--	200	added ('OK')	image/jpeg	etag:%227d0c988b381c2446fee49fab56cc1895%22	https://sahmsolution.com/assets/images/banner/style3/home-11.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/banner/style3/home-11.jpg	(from https://sahmsolution.com/style.css)
14:15:00	8138/8138	---M--	200	added ('OK')	image/jpeg	etag:%2257bffe876aa02a2c8c22ae4f61a41944%22	https://sahmsolution.com/assets/images/banner/home-12.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/banner/home-12.jpg	(from https://sahmsolution.com/style.css)
14:15:00	13498/13498	---M--	200	added ('OK')	image/png	etag:%22512d2afc688999c954bd8175748adac2%22	https://sahmsolution.com/assets/images/banner/style4/banner-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/banner/style4/banner-bg.png	(from https://sahmsolution.com/style.css)
14:15:01	14714/14714	---M--	200	added ('OK')	image/jpeg	etag:%227ea9083b5e4939a2b0c53774f04dee18%22	https://sahmsolution.com/assets/images/banner/banner14.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/banner/banner14.jpg	(from https://sahmsolution.com/style.css)
14:15:01	110010/110010	---M--	200	added ('OK')	image/jpeg	etag:%22b404c49af661fc88fff929131a8b7d31%22	https://sahmsolution.com/assets/images/breadcrumbs/1.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/1.jpg	(from https://sahmsolution.com/style.css)
14:15:02	98260/98260	---M--	200	added ('OK')	image/jpeg	etag:%2227fbe14b44512d7b8414eca4a1483618%22	https://sahmsolution.com/assets/images/breadcrumbs/2.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/2.jpg	(from https://sahmsolution.com/style.css)
14:15:03	101890/101890	---M--	200	added ('OK')	image/jpeg	etag:%22f912a0c1d224d0dc0ace51841700b77c%22	https://sahmsolution.com/assets/images/breadcrumbs/3.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/3.jpg	(from https://sahmsolution.com/style.css)
14:15:04	145795/145795	---M--	200	added ('OK')	image/jpeg	etag:%2230ede89be020a84c7567ced74a5106d0%22	https://sahmsolution.com/assets/images/breadcrumbs/4.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/4.jpg	(from https://sahmsolution.com/style.css)
14:15:04	80790/80790	---M--	200	added ('OK')	image/jpeg	etag:%2263d257a9e02dad3d59056f419d47abde%22	https://sahmsolution.com/assets/images/breadcrumbs/5.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/5.jpg	(from https://sahmsolution.com/style.css)
14:15:05	106867/106867	---M--	200	added ('OK')	image/jpeg	etag:%223c378c0ffb4dbd5ca926b447ad44ffbb%22	https://sahmsolution.com/assets/images/breadcrumbs/6.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/6.jpg	(from https://sahmsolution.com/style.css)
14:15:06	194811/194811	---M--	200	added ('OK')	image/jpeg	etag:%220e397e3e19aeb8888c8c4a71283613b5%22	https://sahmsolution.com/assets/images/breadcrumbs/7.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/7.jpg	(from https://sahmsolution.com/style.css)
14:15:08	45864/45864	---M--	200	added ('OK')	image/jpeg	etag:%224f6ffc9f56c1589a5a260742d35ce33e%22	https://sahmsolution.com/assets/images/breadcrumbs/9.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/9.jpg	(from https://sahmsolution.com/style.css)
14:15:09	2335723/2335723	---M--	200	added ('OK')	image/png	etag:%22a398b0cf0c399f5a1697f980133ed29c%22	https://sahmsolution.com/assets/images/breadcrumbs/8.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/8.png	(from https://sahmsolution.com/style.css)
14:15:09	115103/115103	---M--	200	added ('OK')	image/jpeg	etag:%2258ac70078d74053c378aaceca4d20709%22	https://sahmsolution.com/assets/images/breadcrumbs/10.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/breadcrumbs/10.jpg	(from https://sahmsolution.com/style.css)
14:15:10	32581/32581	---M--	200	added ('OK')	image/jpeg	etag:%2273f34ab48d6cb5b85790e00c7c4403f6%22	https://sahmsolution.com/assets/images/slider/slider-1-1.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/slider/slider-1-1.jpg	(from https://sahmsolution.com/style.css)
14:15:11	32581/32581	---M--	200	added ('OK')	image/jpeg	etag:%2273f34ab48d6cb5b85790e00c7c4403f6%22	https://sahmsolution.com/assets/images/slider/slider-2.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/slider/slider-2.jpg	(from https://sahmsolution.com/style.css)
14:15:11	32941/32941	---M--	200	added ('OK')	image/jpeg	etag:%226c1835a9ea4c6c77cb499f76b0da8502%22	https://sahmsolution.com/assets/images/slider/style2/2.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/slider/style2/2.jpg	(from https://sahmsolution.com/style.css)
14:15:12	32941/32941	---M--	200	added ('OK')	image/jpeg	etag:%226c1835a9ea4c6c77cb499f76b0da8502%22	https://sahmsolution.com/assets/images/slider/style2/1.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/slider/style2/1.jpg	(from https://sahmsolution.com/style.css)
14:15:13	37228/37228	---M--	200	added ('OK')	image/jpeg	etag:%22c1c4640175b289c7dfe90d7d7f663924%22	https://sahmsolution.com/assets/images/video/video.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/video/video.jpg	(from https://sahmsolution.com/style.css)
14:15:14	15895/15895	---M--	200	added ('OK')	image/png	etag:%22350b9eca5f3c2449f9d00201955700ed%22	https://sahmsolution.com/assets/images/bg/team-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/team-bg.png	(from https://sahmsolution.com/style.css)
14:15:14	21729/21729	---M--	200	added ('OK')	image/png	etag:%22a15531aa53dbf83d004a9b0e487ef849%22	https://sahmsolution.com/assets/images/team/ngbng.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/team/ngbng.png	(from https://sahmsolution.com/style.css)
14:15:15	4359/4359	---M--	200	added ('OK')	image/png	etag:%225d3676bc7869744d84935071f3c533cd%22	https://sahmsolution.com/assets/images/services/main-home/icons/bg-box.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/main-home/icons/bg-box.png	(from https://sahmsolution.com/style.css)
14:15:15	4396/4396	---M--	200	added ('OK')	image/png	etag:%22272bfc1031ac314fdd71a4cb9f5b4489%22	https://sahmsolution.com/assets/images/services/main-home/icons/bg-box-2.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/main-home/icons/bg-box-2.png	(from https://sahmsolution.com/style.css)
14:15:16	4359/4359	---M--	200	added ('OK')	image/png	etag:%225d3676bc7869744d84935071f3c533cd%22	https://sahmsolution.com/assets/images/services/main-home/icons/bg-box-3.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/main-home/icons/bg-box-3.png	(from https://sahmsolution.com/style.css)
14:15:16	94456/94456	---M--	200	added ('OK')	image/png	etag:%229c9c8a58426ef6430753393c2d768fe7%22	https://sahmsolution.com/assets/images/services/single/contact-phone.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/single/contact-phone.png	(from https://sahmsolution.com/style.css)
14:15:17	23615/23615	---M--	200	added ('OK')	image/jpeg	etag:%22dd9ddd1f73ec8ebc571ea703e714f05f%22	https://sahmsolution.com/assets/images/bg/partners-bg.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/partners-bg.jpg	(from https://sahmsolution.com/style.css)
14:15:18	33227/33227	---M--	200	added ('OK')	image/jpeg	etag:%2246e9dde6007d5a242861fe881fe8920f%22	https://sahmsolution.com/assets/images/bg/footer-bg2.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/footer-bg2.jpg	(from https://sahmsolution.com/style.css)
14:15:18	649146/649146	---M--	200	added ('OK')	image/png	etag:%22e17147b9f66117c094aa5636123a0c94%22	https://sahmsolution.com/assets/images/bg/footer-bg.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/footer-bg.png	(from https://sahmsolution.com/style.css)
14:15:19	35218/35218	---M--	200	added ('OK')	image/jpeg	etag:%224f63c9b2de16cc3eb88748b96b2fd9a4%22	https://sahmsolution.com/assets/images/bg/error.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/bg/error.jpg	(from https://sahmsolution.com/style.css)
14:15:20	33486/33486	---M--	200	added ('OK')	image/jpeg	etag:%225d5e256623bb213d034156663507e9ca%22	https://sahmsolution.com/assets/images/about/about-3.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/about/about-3.jpg	(from https://sahmsolution.com/about.html)
14:15:20	75309/75309	---M--	200	added ('OK')	image/png	etag:%223048d3074b2431e31b200f79ff431efd%22	https://sahmsolution.com/assets/images/process/1.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/process/1.png	(from https://sahmsolution.com/about.html)
14:15:21	78434/78434	---M--	200	added ('OK')	image/png	etag:%22bf8213af05d90b2eb4e07653e37ed7a0%22	https://sahmsolution.com/assets/images/process/2.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/process/2.png	(from https://sahmsolution.com/about.html)
14:15:21	77380/77380	---M--	200	added ('OK')	image/png	etag:%22ac75a70af0df7cd9e6f4cd80b42d9c4d%22	https://sahmsolution.com/assets/images/process/3.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/process/3.png	(from https://sahmsolution.com/about.html)
14:15:22	70996/70996	---M--	200	added ('OK')	image/png	etag:%228d523532317cfbf2d9fe5b53618e13ea%22	https://sahmsolution.com/assets/images/process/4.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/process/4.png	(from https://sahmsolution.com/about.html)
14:15:22	55241/55241	---M--	200	added ('OK')	image/jpeg	etag:%22f93d93be227d4452ef7b009c0d192e8d%22	https://sahmsolution.com/assets/images/services/single/software-development.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/single/software-development.jpg	(from https://sahmsolution.com/software-development.html)
14:15:22	3688/3688	---M--	200	added ('OK')	image/png	etag:%22b3cebf29379d3515f323e5890f8d4d1e%22	https://sahmsolution.com/assets/images/services/style3/main-img/5.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/main-img/5.png	(from https://sahmsolution.com/software-development.html)
14:15:23	3016/3016	---M--	200	added ('OK')	image/png	etag:%228e7e713b70c1fa96f31dc164d316391a%22	https://sahmsolution.com/assets/images/services/style3/hover-img/5.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/hover-img/5.png	(from https://sahmsolution.com/software-development.html)
14:15:24	3770/3770	---M--	200	added ('OK')	image/png	etag:%229405e3b5e4ec6c5e8b6cf2d821aae0cf%22	https://sahmsolution.com/assets/images/services/style3/main-img/9.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/main-img/9.png	(from https://sahmsolution.com/software-development.html)
14:15:24	3722/3722	---M--	200	added ('OK')	image/png	etag:%2298031cf184acf76db012f3500af2f82b%22	https://sahmsolution.com/assets/images/services/style3/hover-img/9.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/hover-img/9.png	(from https://sahmsolution.com/software-development.html)
14:15:25	456841/456841	---M--	200	added ('OK')	image/jpeg	etag:%2210a39964a80cad3c1420eb7b07add5fb%22	https://sahmsolution.com/assets/images/services/single/4.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/single/4.jpg	(from https://sahmsolution.com/outsourcing-and-manpower.html)
14:15:25	70734/70734	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ddbfdaca5e48fd43644c624207aa2069%22	https://sahmsolution.com/assets/images/services/style3/main-img/11.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/main-img/11.svg	(from https://sahmsolution.com/outsourcing-and-manpower.html)
14:15:26	70728/70728	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2230f984ab84720ba432accbc8840614a1%22	https://sahmsolution.com/assets/images/services/style3/hover-img/11.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/hover-img/11.svg	(from https://sahmsolution.com/outsourcing-and-manpower.html)
14:15:26	78441/78441	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fd2346e0388f8ee27272082d69fdd7a8%22	https://sahmsolution.com/assets/images/services/style3/main-img/12.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/main-img/12.svg	(from https://sahmsolution.com/outsourcing-and-manpower.html)
14:15:27	62286/62286	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a0c4e2b8615aa0fb31d6f6c5e6d54b6e%22	https://sahmsolution.com/assets/images/services/style3/hover-img/12.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/hover-img/12.svg	(from https://sahmsolution.com/outsourcing-and-manpower.html)
14:15:27	12246/12246	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c725dc4f65b12425cdfd30cef56430f6%22	https://sahmsolution.com/assets/images/services/style3/main-img/13.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/main-img/13.svg	(from https://sahmsolution.com/outsourcing-and-manpower.html)
14:15:28	12070/12070	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2228598e40c9240164b4036e90a7655347%22	https://sahmsolution.com/assets/images/services/style3/hover-img/13.svg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style3/hover-img/13.svg	(from https://sahmsolution.com/outsourcing-and-manpower.html)
14:15:29	317058/317058	---M--	200	added ('OK')	image/jpeg	etag:%2284e9b7a388fbdf1052df376df48e2d42%22	https://sahmsolution.com/assets/images/services/single/5.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/single/5.jpg	(from https://sahmsolution.com/analytic-solutions.html)
14:15:29	1669/1669	---M--	200	added ('OK')	image/png	etag:%2210fe84363cffbb4976d163bdcf8396fe%22	https://sahmsolution.com/assets/images/technology/style2/Tableau.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/Tableau.png	(from https://sahmsolution.com/analytic-solutions.html)
14:15:30	24057/24057	---M--	200	added ('OK')	image/png	etag:%22f5057223f2a6aaa8de1ab079e8c2a731%22	https://sahmsolution.com/assets/images/technology/style2/Microsoft-Power-Platform.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/technology/style2/Microsoft-Power-Platform.png	(from https://sahmsolution.com/analytic-solutions.html)
14:15:31	112422/112422	---M--	200	added ('OK')	image/jpeg	etag:%22942987bc82d5e278ce5c7ba6575be0a6%22	https://sahmsolution.com/assets/images/services/single/6.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/single/6.jpg	(from https://sahmsolution.com/ai-solutions.html)
14:15:32	142711/142711	---M--	200	added ('OK')	image/jpeg	etag:%22c0e41b2a89c9c484cca6c859e774062b%22	https://sahmsolution.com/assets/images/services/single/7.jpg	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/single/7.jpg	(from https://sahmsolution.com/cyber-security.html)
14:15:34	16336/16336	---M--	200	added ('OK')	image/png	etag:%225f8c7f538c7382179997a4ffc435a69b%22	https://sahmsolution.com/assets/images/services/style7/4.png	C:/My%20Web%20Sites/portfolio/sahmsolution.com/assets/images/services/style7/4.png	(from https://sahmsolution.com/testing-and-qa.html)
